DMU,Year,Ticker,Bank Name,Assets,Employee Expense,Equity,Deposits,Borrowings,Lagged NPAs,Performing Loans,Investment,Net Income,Net-interest Income,Non-interest Income,NPAs,LP_Group,LP_Status,beta1,beta2,overall_beta,Stage1_Efficiency,Stage2_Efficiency,Overall_Efficiency,Stage1_Mean,Stage2_Mean,Class,Class_Name,Quadrant_Name
175,2021,FXNC,First National Corp/VA,1389.437,17.792,117.039,1248.752,19.556,6.714,825.118,324.749,10.359,34.84,10.187,4.152,2021,Optimal,0.022682291,0.16963684,0.0961595655,0.977317709,0.7099324607456791,0.9038404345,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
178,2021,GCBC,Greene County Bancorp Inc,2200.335,19.166,149.584,2005.108,24.565,4.077,1105.615,889.202,23.942,53.145,9.667,2.365,2021,Optimal,0.0,0.05705369,0.028526845,1.0,0.8920514813206886,0.971473155,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
180,2021,GNTY,Guaranty Bancshares Inc,3086.07,42.345,302.214,2670.827,101.343,13.115,1906.509,526.469,39.806,95.558,24.576,2.845,2021,Optimal,0.05020923,0.16219274,0.106200985,0.94979077,0.7208849540739688,0.893799015,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
186,2021,HBCP,Home Bancorp Inc,2938.244,39.151,351.903,2535.849,37.042,19.981,1840.093,329.734,48.621,100.989,16.271,14.464,2021,Optimal,0.053493573,0.16200716,0.1077503665,0.946506427,0.7211597904439763,0.8922496335,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
189,2021,HBT,HBT Financial Inc,4314.254,56.131,411.881,3738.185,138.286,14.128,2499.689,1286.462,56.271,122.403,37.328,6.057,2021,Optimal,0.045560545,0.077276436,0.0614184905,0.954439455,0.8565336928988577,0.9385815095,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
201,2021,HTBK,Heritage Commerce Corp,5499.409,51.862,598.028,4759.412,39.925,7.869,3087.326,793.153,47.7,146.125,9.688,3.738,2021,Optimal,0.044809323,0.1328237,0.0888165115,0.955190677,0.7654997860655636,0.9111834885,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
212,2021,JDVB,JD Bancshares Inc,1356.576,18.011,101.229,1201.44,47.712,9.108,622.565,492.884,11.015,35.804,12.908,5.154,2021,Optimal,0.03741158,0.18167352,0.10954255,0.96258842,0.6925148665428332,0.89045745,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
220,2021,KSBI,KS Bancorp Inc,571.225,7.675,36.645,487.437,43.248,0.92,350.667,89.763,6.094,17.661,2.876,1.523,2021,Optimal,0.061657296,0.28526398,0.173460638,0.938342704,0.5561005607579542,0.826539362,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
221,2021,LARK,Landmark Bancorp Inc,1328.968,20.157,135.643,1148.481,29.054,12.289,662.008,383.622,18.011,38.32,22.261,7.781,2021,Optimal,0.061289429,0.16178053,0.1115349795,0.938710571,0.7214955392650624,0.8884650205,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
225,2021,LOB,Live Oak Bancshares Inc,8213.393,124.932,715.133,7112.044,320.729,50.265,5521.262,909.952,166.995,296.785,160.2,43.153,2021,Optimal,0.041125712,0.055497699,0.0483117054999999,0.958874288,0.8948407011164882,0.9516882945,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
229,2021,MBKL,MBT Bancshares Inc,612.539,8.526,44.45,545.669,21.181,0.482,291.967,116.361,4.673,18.006,3.673,0.737,2021,Optimal,0.024732441,0.36499517,0.1948638055,0.975267559,0.4652066497788413,0.8051361945,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
231,2021,MCB,Metropolitan Bank Holding Corp,7116.358,45.908,556.989,6435.572,77.793,6.389,3731.929,962.994,60.555,157.001,23.697,10.286,2021,Optimal,0.0,0.26111607,0.130558035,1.0,0.5858968477025276,0.869441965,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
236,2021,MFGI,Merchants Financial Group Inc,2822.549,46.698,230.639,2518.563,57.494,22.679,1607.926,210.964,28.777,77.341,40.363,16.948,2021,Optimal,0.021504987,0.38185673,0.2016808584999999,0.978495013,0.4473280453611135,0.7983191415,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
240,2021,MPB,Mid Penn Bancorp Inc,4689.425,41.711,490.076,4002.016,166.907,15.644,3104.396,401.753,29.319,108.568,21.533,10.497,2021,Optimal,0.059374429,0.22959205,0.1444832395,0.940625571,0.6265557344812046,0.8555167605,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
245,2021,MVBF,MVB Financial Corp,2792.449,60.21,275.303,2377.605,103.015,19.443,1869.838,453.868,39.121,77.159,62.596,20.287,2021,Optimal,0.067074017,0.12302417,0.0950490935,0.932925983,0.7809055703582942,0.9049509065,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
