DMU,Year,Ticker,Bank Name,Assets,Employee Expense,Equity,Deposits,Borrowings,Lagged NPAs,Performing Loans,Investment,Net Income,Net-interest Income,Non-interest Income,NPAs,LP_Group,LP_Status,beta1,beta2,overall_beta,Stage1_Efficiency,Stage2_Efficiency,Overall_Efficiency,Stage1_Mean,Stage2_Mean,Class,Class_Name,Quadrant_Name
191,2021,HFBL,Home Federal Bancorp/LA,565.731,8.665,52.725,506.596,4.143,7.188,340.515,84.256,5.365,16.941,5.452,1.396,2021,Optimal,0.02061669,0.0,0.010308345,0.97938331,1.0,0.989691655,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
192,2021,HFWA,Heritage Financial Corp,7432.412,89.88,854.432,6381.337,100.86,58.092,3815.662,1285.661,98.035,205.789,34.615,23.754,2021,Optimal,0.050635866,0.0,0.025317933,0.949364134,1.0,0.974682067,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
194,2021,HLFN,Home Loan Financial Corp,252.627,3.703,32.105,214.976,4.758,1.307,196.105,11.932,3.842,8.883,2.481,0.435,2021,Optimal,0.039069687,0.0,0.0195348435,0.960930313,1.0,0.9804651565,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
198,2021,HONT,Honat Bancorp Inc,945.107,12.675,119.312,815.183,0.571,5.249,559.717,153.31,10.925,27.681,7.408,1.667,2021,Optimal,0.061181732,0.0,0.030590866,0.938818268,1.0,0.969409134,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
199,2021,HOPE,Hope Bancorp Inc,17889.061,175.151,2092.983,15040.45,678.866,143.327,13952.743,2741.385,204.572,512.77,43.594,111.762,2021,Optimal,0.06231893,0.0,0.031159465,0.93768107,1.0,0.968840535,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
203,2021,HWC,Hancock Whitney Corp,36531.205,457.935,3670.352,30465.897,2031.36,155.789,21134.282,8605.192,463.215,933.235,364.334,66.844,2021,Optimal,0.066898375,0.0021257475,0.0345120612499999,0.933101625,0.995757523433954,0.96548793875,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
204,2021,IBCP,Independent Bank Corp,4704.74,79.969,398.484,4117.09,115.56,8.639,2905.045,1431.257,62.895,129.765,76.643,5.355,2021,Optimal,0.035245322,0.025181999,0.0302136605,0.964754678,0.9508731151647932,0.9697863395,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
213,2021,JFBC,Jeffersonville Bancorp,704.868,9.654,79.074,619.161,0.501,18.302,292.491,216.878,5.944,18.576,4.33,12.464,2021,Optimal,0.040224053,0.0,0.0201120265,0.959775947,1.0,0.9798879735,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
214,2021,JPM,JPMorgan Chase & Co,3743567.0,38567.0,294127.0,2462303.0,557267.0,10906.0,1069026.0,878303.0,48334.0,52311.0,69338.0,8346.0,2021,Optimal,0.0,0.0,0.0,1.0,1.0,1.0,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
215,2021,JUVF,Juniata Valley Financial Corp,810.518,10.7,71.29,708.447,24.526,0.444,418.303,338.664,6.604,21.335,5.154,0.313,2021,Optimal,0.045949736,0.022108647,0.0340291915,0.954050264,0.9567391449727164,0.9659708085,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
216,2021,KEY,KeyCorp,186346.0,2561.0,17423.0,152572.0,13479.0,937.0,97783.0,53542.0,2625.0,4071.0,3194.0,489.0,2021,Optimal,0.059592554,0.0,0.029796277,0.940407446,1.0,0.970203723,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
222,2021,LCNB,LCNB Corp,1903.629,27.616,238.604,1628.819,16.473,3.718,1369.445,345.649,20.974,57.124,16.232,1.537,2021,Optimal,0.066820115,0.0,0.0334100575,0.933179885,1.0,0.9665899425,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
223,2021,LFGP,Ledyard Financial Group Inc,771.143,15.662,72.705,675.083,12.246,1.398,362.677,350.563,7.765,18.277,15.032,1.361,2021,Optimal,0.047659084,0.0090610849,0.02836008445,0.952340916,0.982040562190746,0.97163991555,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
224,2021,LKFN,Lakeland Financial Corp,6557.323,57.882,704.906,5735.407,79.218,12.418,4287.841,1412.33,95.733,178.088,44.72,15.286,2021,Optimal,0.033448541,0.0096326869,0.02154061395,0.966551459,0.9809184329608496,0.97845938605,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
227,2021,MBCN,Middlefield Banc Corp,1331.006,17.151,145.335,1166.61,13.779,15.245,981.691,175.416,18.633,48.27,7.206,11.851,2021,Optimal,0.047730513,0.0,0.0238652565,0.952269487,1.0,0.9761347435,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
234,2021,MCHB,Mechanics Bancorp,19422.86,221.859,2387.777,16766.625,62.932,51.911,11005.775,6077.898,206.011,621.158,70.919,42.428,2021,Optimal,0.036617434,0.0,0.018308717,0.963382566,1.0,0.981691283,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
235,2021,MFBP,M&F Bancorp Inc,365.063,6.863,42.902,317.021,1.115,0.879,231.908,72.503,2.783,11.285,4.177,0.824,2021,Optimal,0.038044131,0.0,0.0190220655,0.961955869,1.0,0.9809779345,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
238,2021,MNSB,MainStreet Bancshares Inc,1647.402,19.305,188.788,1411.963,37.047,1.329,1353.457,135.871,22.171,53.536,6.11,1.051,2021,Optimal,0.066206738,0.0,0.033103369,0.933793262,1.0,0.966896631,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
239,2021,MOFG,MidWestOne Financial Group Inc,6025.128,69.937,527.475,5114.519,340.025,45.005,3245.012,2298.267,69.486,156.281,42.453,31.897,2021,Optimal,0.062633384,0.043308389,0.0529708865,0.937366616,0.9169787390638916,0.9470291135,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
242,2021,MSBC,Mission Bancorp/CA,1520.178,14.227,120.279,1332.616,23.256,0.128,861.293,240.887,18.723,43.921,6.632,0.075,2021,Optimal,0.039010316,0.0,0.019505158,0.960989684,1.0,0.980494842,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
